vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2020-12-30,629.0,14.0,9.0,0.01,0.0,0.0
2020-12-31,679.0,15.0,9.0,0.01,0.0,0.0
2021-01-01,721.0,15.0,9.0,0.01,0.0,0.0
2021-01-02,764.0,15.0,9.0,0.01,0.0,0.0
2021-01-03,814.0,15.0,9.0,0.01,0.0,0.0
2021-01-04,914.0,15.0,9.0,0.02,0.0,0.0
2021-01-05,1002.0,19.0,9.0,0.02,0.0,0.0
2021-01-06,1132.0,22.0,9.0,0.02,0.0,0.0
2021-01-07,1256.0,26.0,9.0,0.02,0.0,0.0
2021-01-08,2111.0,37.0,9.0,0.04,0.0,0.0
2021-01-09,2570.0,43.0,9.0,0.04,0.0,0.0
2021-01-10,2798.0,47.0,9.0,0.05,0.0,0.0
2021-01-11,4956.0,51.0,9.0,0.08,0.0,0.0
2021-01-12,7848.0,64.0,9.0,0.13,0.0,0.0
2021-01-13,11951.0,79.0,9.0,0.2,0.0,0.0
2021-01-14,16727.0,93.0,9.0,0.29,0.0,0.0
2021-01-15,22059.0,106.0,9.0,0.38,0.0,0.0
2021-01-16,23830.0,119.0,9.0,0.41,0.0,0.0
2021-01-17,24546.0,130.0,9.0,0.42,0.0,0.0
2021-01-18,32009.0,165.0,9.0,0.55,0.0,0.0
2021-01-19,40126.0,219.0,9.0,0.68,0.0,0.0
2021-01-20,49162.0,329.0,9.0,0.84,0.01,0.0
2021-01-21,56783.0,397.0,9.0,0.97,0.01,0.0
2021-01-22,64473.0,436.0,9.0,1.1,0.01,0.0
2021-01-23,69205.0,464.0,9.0,1.18,0.01,0.0
2021-01-24,73660.0,543.0,9.0,1.26,0.01,0.0
2021-01-25,85494.0,616.0,9.0,1.46,0.01,0.0
2021-01-26,97930.0,709.0,9.0,1.67,0.01,0.0
2021-01-27,111583.0,750.0,9.0,1.9,0.01,0.0
2021-01-28,125919.0,820.0,9.0,2.15,0.01,0.0
2021-01-29,139713.0,1559.0,9.0,2.38,0.03,0.0
2021-01-30,146804.0,1960.0,9.0,2.5,0.03,0.0
2021-01-31,152333.0,2180.0,9.0,2.6,0.04,0.0
2021-02-01,161328.0,4273.0,9.0,2.75,0.07,0.0
2021-02-02,170845.0,6750.0,9.0,2.91,0.12,0.0
2021-02-03,182102.0,10427.0,9.0,3.1,0.18,0.0
2021-02-04,190744.0,14783.0,9.0,3.25,0.25,0.0
2021-02-05,200053.0,19997.0,9.0,3.41,0.34,0.0
2021-02-06,204384.0,21640.0,9.0,3.48,0.37,0.0
2021-02-07,206686.0,22358.0,9.0,3.52,0.38,0.0
2021-02-08,210708.0,29757.0,9.0,3.59,0.51,0.0
2021-02-09,214352.0,37836.0,9.0,3.65,0.64,0.0
2021-02-10,217418.0,46704.0,9.0,3.71,0.8,0.0
2021-02-11,218859.0,49616.0,9.0,3.73,0.85,0.0
2021-02-12,218962.0,49645.0,9.0,3.73,0.85,0.0
2021-02-13,219070.0,49671.0,9.0,3.73,0.85,0.0
2021-02-14,219646.0,53526.0,9.0,3.74,0.91,0.0
2021-02-15,220866.0,64219.0,9.0,3.76,1.09,0.0
2021-02-16,223174.0,77930.0,9.0,3.8,1.33,0.0
2021-02-17,226597.0,93349.0,9.0,3.86,1.59,0.0
2021-02-18,230893.0,107556.0,9.0,3.93,1.83,0.0
2021-02-19,236628.0,121716.0,9.0,4.03,2.07,0.0
2021-02-20,240513.0,129222.0,9.0,4.1,2.2,0.0
2021-02-21,242578.0,135098.0,9.0,4.13,2.3,0.0
2021-02-22,248837.0,146587.0,9.0,4.24,2.5,0.0
2021-02-23,256952.0,158201.0,9.0,4.38,2.7,0.0
2021-02-24,264655.0,169785.0,9.0,4.51,2.89,0.0
2021-02-25,273332.0,179673.0,9.0,4.66,3.06,0.0
2021-02-26,283332.0,190306.0,9.0,4.83,3.24,0.0
2021-02-27,291722.0,195743.0,9.0,4.97,3.34,0.0
2021-02-28,297881.0,198290.0,9.0,5.08,3.38,0.0
2021-03-01,307628.0,201661.0,9.0,5.24,3.44,0.0
2021-03-02,317659.0,205064.0,9.0,5.41,3.49,0.0
2021-03-03,328926.0,207846.0,9.0,5.61,3.54,0.0
2021-03-04,341324.0,209670.0,9.0,5.82,3.57,0.0
2021-03-05,355086.0,210639.0,9.0,6.05,3.59,0.0
2021-03-06,364016.0,211319.0,9.0,6.2,3.6,0.0
2021-03-07,368848.0,211762.0,9.0,6.29,3.61,0.0
2021-03-08,382603.0,213250.0,9.0,6.52,3.63,0.0
2021-03-09,399416.0,215159.0,9.0,6.81,3.67,0.0
2021-03-10,418366.0,217940.0,9.0,7.13,3.71,0.0
2021-03-11,440497.0,221302.0,9.0,7.51,3.77,0.0
2021-03-12,465299.0,226168.0,9.0,7.93,3.85,0.0
2021-03-13,488869.0,229610.0,9.0,8.33,3.91,0.0
2021-03-14,508874.0,231389.0,9.0,8.67,3.94,0.0
2021-03-15,536436.0,237245.0,9.0,9.14,4.04,0.0
2021-03-16,565431.0,244292.0,9.0,9.64,4.16,0.0
2021-03-17,598409.0,251815.0,9.0,10.2,4.29,0.0
2021-03-18,631322.0,259440.0,10.0,10.76,4.42,0.0
2021-03-19,667661.0,268881.0,10.0,11.38,4.58,0.0
2021-03-20,697668.0,277123.0,10.0,11.89,4.72,0.0
2021-03-21,724842.0,282701.0,10.0,12.35,4.82,0.0
2021-03-22,755421.0,292548.0,10.0,12.87,4.99,0.0
2021-03-23,783541.0,302159.0,10.0,13.35,5.15,0.0
2021-03-24,807270.0,312649.0,10.0,13.76,5.33,0.0
2021-03-25,828541.0,324600.0,10.0,14.12,5.53,0.0
2021-03-26,851665.0,338610.0,10.0,14.51,5.77,0.0
2021-03-27,874799.0,347134.0,10.0,14.91,5.92,0.0
2021-03-28,891443.0,351979.0,10.0,15.19,6.0,0.0
2021-03-29,925872.0,364774.0,10.0,15.78,6.22,0.0
2021-03-30,953048.0,380308.0,10.0,16.24,6.48,0.0
2021-03-31,976087.0,398652.0,10.0,16.63,6.79,0.0
2021-04-01,999014.0,417771.0,10.0,17.03,7.12,0.0
2021-04-02,1017713.0,433959.0,10.0,17.34,7.4,0.0
2021-04-03,1037163.0,455642.0,10.0,17.68,7.77,0.0
2021-04-04,1053515.0,472050.0,10.0,17.95,8.04,0.0
2021-04-05,1081301.0,497045.0,10.0,18.43,8.47,0.0
2021-04-06,1108180.0,521996.0,10.0,18.89,8.9,0.0
2021-04-07,1133096.0,549691.0,10.0,19.31,9.37,0.0
2021-04-08,1156294.0,578641.0,10.0,19.71,9.86,0.0
2021-04-09,1177129.0,614359.0,10.0,20.06,10.47,0.0
2021-04-10,1195095.0,646231.0,10.0,20.37,11.01,0.0
2021-04-11,1214559.0,671690.0,10.0,20.7,11.45,0.0
2021-04-12,1231693.0,700417.0,10.0,20.99,11.94,0.0
2021-04-13,1250131.0,724173.0,10.0,21.31,12.34,0.0
2021-04-14,1269816.0,744770.0,10.0,21.64,12.69,0.0
2021-04-15,1288318.0,765431.0,10.0,21.96,13.04,0.0
2021-04-16,1308367.0,789167.0,10.0,22.3,13.45,0.0
2021-04-17,1324580.0,811284.0,10.0,22.57,13.83,0.0
2021-04-18,1339089.0,826822.0,10.0,22.82,14.09,0.0
2021-04-19,1356072.0,857327.0,10.0,23.11,14.61,0.0
2021-04-20,1377814.0,881513.0,10.0,23.48,15.02,0.0
2021-04-21,1402910.0,901852.0,10.0,23.91,15.37,0.0
2021-04-22,1427821.0,921367.0,10.0,24.33,15.7,0.0
2021-04-23,1452264.0,943017.0,11.0,24.75,16.07,0.0
2021-04-24,1470904.0,967492.0,11.0,25.07,16.49,0.0
2021-04-25,1490718.0,985929.0,11.0,25.41,16.8,0.0
2021-04-26,1509894.0,1012214.0,11.0,25.73,17.25,0.0
2021-04-27,1531335.0,1037142.0,11.0,26.1,17.68,0.0
2021-04-28,1553672.0,1058876.0,11.0,26.48,18.05,0.0
2021-04-29,1579665.0,1078460.0,11.0,26.92,18.38,0.0
2021-04-30,1603792.0,1101372.0,11.0,27.33,18.77,0.0
2021-05-01,1627378.0,1114893.0,11.0,27.73,19.0,0.0
2021-05-02,1647442.0,1131444.0,11.0,28.08,19.28,0.0
2021-05-03,1668858.0,1143440.0,11.0,28.44,19.49,0.0
2021-05-04,1690903.0,1155553.0,11.0,28.82,19.69,0.0
2021-05-05,1711933.0,1170082.0,11.0,29.18,19.94,0.0
2021-05-06,1736505.0,1183375.0,11.0,29.59,20.17,0.0
2021-05-07,1759357.0,1200251.0,11.0,29.98,20.45,0.0
2021-05-08,1778272.0,1216151.0,11.0,30.31,20.73,0.0
2021-05-09,1796191.0,1229647.0,11.0,30.61,20.96,0.0
2021-05-10,1825610.0,1247094.0,11.0,31.11,21.25,0.0
2021-05-11,1852607.0,1267875.0,12.0,31.57,21.61,0.0
2021-05-12,1863968.0,1287285.0,12.0,31.77,21.94,0.0
2021-05-13,1865244.0,1287651.0,13.0,31.79,21.94,0.0
2021-05-14,1882234.0,1327001.0,13.0,32.08,22.62,0.0
2021-05-15,1904564.0,1352803.0,15.0,32.46,23.05,0.0
2021-05-16,1924666.0,1375944.0,15.0,32.8,23.45,0.0
2021-05-17,1941755.0,1398900.0,15.0,33.09,23.84,0.0
2021-05-18,1960540.0,1420627.0,15.0,33.41,24.21,0.0
2021-05-19,1979421.0,1442331.0,15.0,33.73,24.58,0.0
2021-05-20,2003580.0,1465147.0,15.0,34.15,24.97,0.0
2021-05-21,2025131.0,1492811.0,16.0,34.51,25.44,0.0
2021-05-22,2042333.0,1523676.0,16.0,34.81,25.97,0.0
2021-05-23,2060058.0,1548717.0,16.0,35.11,26.39,0.0
2021-05-24,2087319.0,1569073.0,17.0,35.57,26.74,0.0
2021-05-25,2117664.0,1590038.0,17.0,36.09,27.1,0.0
2021-05-26,2144811.0,1604028.0,17.0,36.55,27.34,0.0
2021-05-27,2168926.0,1626173.0,17.0,36.96,27.71,0.0
2021-05-28,2195121.0,1649498.0,18.0,37.41,28.11,0.0
2021-05-29,2220100.0,1670100.0,18.0,37.84,28.46,0.0
2021-05-30,2240611.0,1687830.0,19.0,38.19,28.76,0.0
2021-05-31,2259302.0,1716831.0,19.0,38.5,29.26,0.0
2021-06-01,2285137.0,1737334.0,19.0,38.94,29.61,0.0
2021-06-02,2317763.0,1748244.0,19.0,39.5,29.79,0.0
2021-06-03,2363565.0,1757033.0,21.0,40.28,29.94,0.0
2021-06-04,2402656.0,1776286.0,21.0,40.95,30.27,0.0
2021-06-05,2431833.0,1799860.0,21.0,41.44,30.67,0.0
2021-06-06,2457395.0,1820202.0,22.0,41.88,31.02,0.0
2021-06-07,2483829.0,1835135.0,22.0,42.33,31.27,0.0
2021-06-08,2505567.0,1851038.0,22.0,42.7,31.55,0.0
2021-06-09,2533083.0,1866051.0,22.0,43.17,31.8,0.0
2021-06-10,2564664.0,1877684.0,22.0,43.71,32.0,0.0
2021-06-11,2595900.0,1896133.0,25.0,44.24,32.31,0.0
2021-06-12,2624187.0,1911784.0,25.0,44.72,32.58,0.0
2021-06-13,2651376.0,1924083.0,27.0,45.19,32.79,0.0
2021-06-14,2685124.0,1939121.0,27.0,45.76,33.05,0.0
2021-06-15,2722482.0,1954366.0,30.0,46.4,33.31,0.0
2021-06-16,2766032.0,1968870.0,36.0,47.14,33.55,0.0
2021-06-17,2807936.0,1982638.0,37.0,47.85,33.79,0.0
2021-06-18,2848222.0,1999958.0,40.0,48.54,34.08,0.0
2021-06-19,2887850.0,2016472.0,42.0,49.22,34.37,0.0
2021-06-20,2921521.0,2028347.0,44.0,49.79,34.57,0.0
2021-06-21,2965486.0,2040045.0,46.0,50.54,34.77,0.0
2021-06-22,3006180.0,2051661.0,48.0,51.23,34.96,0.0
2021-06-23,3047308.0,2062507.0,48.0,51.93,35.15,0.0
2021-06-24,3088062.0,2072885.0,51.0,52.63,35.33,0.0
2021-06-25,3127960.0,2084050.0,54.0,53.31,35.52,0.0
2021-06-26,3184177.0,2093599.0,54.0,54.27,35.68,0.0
2021-06-27,3233770.0,2100571.0,58.0,55.11,35.8,0.0
2021-06-28,3284585.0,2110372.0,59.0,55.98,35.97,0.0
2021-06-29,3323716.0,2119324.0,61.0,56.64,36.12,0.0
2021-06-30,3380522.0,2129760.0,67.0,57.61,36.3,0.0
2021-07-01,3442108.0,2147616.0,72.0,58.66,36.6,0.0
2021-07-02,3504692.0,2166988.0,74.0,59.73,36.93,0.0
2021-07-03,3565403.0,2184619.0,79.0,60.76,37.23,0.0
2021-07-04,3619701.0,2202071.0,83.0,61.69,37.53,0.0
2021-07-05,3679166.0,2218508.0,87.0,62.7,37.81,0.0
2021-07-06,3735639.0,2234199.0,90.0,63.66,38.08,0.0
2021-07-07,3791829.0,2251550.0,92.0,64.62,38.37,0.0
2021-07-08,3846237.0,2270175.0,92.0,65.55,38.69,0.0
2021-07-09,3897703.0,2296423.0,97.0,66.43,39.14,0.0
2021-07-10,3943543.0,2322432.0,98.0,67.21,39.58,0.0
2021-07-11,3980609.0,2350295.0,103.0,67.84,40.05,0.0
2021-07-12,4023276.0,2381354.0,103.0,68.57,40.58,0.0
2021-07-13,4055044.0,2413827.0,106.0,69.11,41.14,0.0
2021-07-14,4080691.0,2452654.0,107.0,69.54,41.8,0.0
2021-07-15,4104347.0,2496477.0,111.0,69.95,42.55,0.0
2021-07-16,4128731.0,2554459.0,113.0,70.36,43.53,0.0
2021-07-17,4149145.0,2611115.0,116.0,70.71,44.5,0.0
2021-07-18,4166408.0,2660932.0,118.0,71.0,45.35,0.0
2021-07-19,4181018.0,2691459.0,120.0,71.25,45.87,0.0
2021-07-20,4183622.0,2692355.0,125.0,71.3,45.88,0.0
2021-07-21,4204151.0,2745202.0,128.0,71.65,46.78,0.0
2021-07-22,4222978.0,2795576.0,132.0,71.97,47.64,0.0
2021-07-23,4240804.0,2857987.0,133.0,72.27,48.71,0.0
2021-07-24,4255438.0,2914016.0,137.0,72.52,49.66,0.0
2021-07-25,4268826.0,2961548.0,141.0,72.75,50.47,0.0
2021-07-26,4284015.0,3011301.0,141.0,73.01,51.32,0.0
2021-07-27,4299585.0,3047187.0,145.0,73.27,51.93,0.0
2021-07-28,4313994.0,3093594.0,149.0,73.52,52.72,0.0
2021-07-29,4328594.0,3142873.0,151.0,73.77,53.56,0.0
2021-07-30,4340696.0,3205660.0,152.0,73.98,54.63,0.0
2021-07-31,4351412.0,3265554.0,156.0,74.16,55.65,0.0
2021-08-01,4359526.0,3317823.0,158.0,74.3,56.54,0.0
2021-08-02,4370707.0,3371918.0,165.0,74.49,57.47,0.0
2021-08-03,4382113.0,3422351.0,171.0,74.68,58.32,0.0
2021-08-04,4392723.0,3474838.0,175.0,74.86,59.22,0.0
2021-08-05,4402920.0,3530168.0,181.0,75.04,60.16,0.0
2021-08-06,4413115.0,3593807.0,190.0,75.21,61.25,0.0
2021-08-07,4424500.0,3653451.0,199.0,75.4,62.26,0.0
2021-08-08,4434714.0,3703517.0,205.0,75.58,63.12,0.0
2021-08-09,4444777.0,3736472.0,220.0,75.75,63.68,0.0
2021-08-10,4457707.0,3772877.0,227.0,75.97,64.3,0.0
2021-08-11,4469789.0,3808757.0,236.0,76.18,64.91,0.0
2021-08-12,4480908.0,3843412.0,245.0,76.36,65.5,0.0
2021-08-13,4493513.0,3887994.0,254.0,76.58,66.26,0.0
2021-08-14,4505969.0,3931325.0,273.0,76.79,67.0,0.0
2021-08-15,4514206.0,3960496.0,286.0,76.93,67.5,0.0
2021-08-16,4524389.0,3979650.0,292.0,77.11,67.82,0.0
2021-08-17,4533276.0,3994835.0,298.0,77.26,68.08,0.01
2021-08-18,4541744.0,4010610.0,311.0,77.4,68.35,0.01
2021-08-19,4549504.0,4025025.0,324.0,77.53,68.6,0.01
2021-08-20,4558994.0,4043747.0,337.0,77.7,68.91,0.01
2021-08-21,4567688.0,4059206.0,361.0,77.84,69.18,0.01
2021-08-22,4573020.0,4067683.0,377.0,77.93,69.32,0.01
2021-08-23,4579620.0,4080614.0,411.0,78.05,69.54,0.01
2021-08-24,4585751.0,4091718.0,429.0,78.15,69.73,0.01
2021-08-25,4592296.0,4103073.0,451.0,78.26,69.93,0.01
2021-08-26,4598312.0,4113738.0,472.0,78.37,70.11,0.01
2021-08-27,4605826.0,4128568.0,494.0,78.49,70.36,0.01
2021-08-28,4612264.0,4142053.0,521.0,78.6,70.59,0.01
2021-08-29,4616096.0,4150430.0,537.0,78.67,70.73,0.01
2021-08-30,4622006.0,4159891.0,565.0,78.77,70.89,0.01
2021-08-31,4627984.0,4170980.0,594.0,78.87,71.08,0.01
2021-09-01,4633892.0,4180676.0,621.0,78.97,71.25,0.01
2021-09-02,4639510.0,4189837.0,644.0,79.07,71.4,0.01
2021-09-03,4645802.0,4203341.0,669.0,79.17,71.63,0.01
2021-09-04,4651229.0,4217353.0,695.0,79.27,71.87,0.01
2021-09-05,4654946.0,4226655.0,704.0,79.33,72.03,0.01
2021-09-06,4660205.0,4234690.0,736.0,79.42,72.17,0.01
2021-09-07,4665275.0,4242058.0,759.0,79.51,72.29,0.01
2021-09-08,4670339.0,4248966.0,791.0,79.59,72.41,0.01
2021-09-09,4674883.0,4255781.0,816.0,79.67,72.53,0.01
2021-09-10,4679147.0,4266830.0,838.0,79.74,72.72,0.01
2021-09-11,4683075.0,4277239.0,868.0,79.81,72.89,0.01
2021-09-12,4686887.0,4285126.0,974.0,79.88,73.03,0.02
2021-09-13,4690650.0,4291381.0,1006.0,79.94,73.13,0.02
2021-09-14,4694508.0,4297285.0,1207.0,80.0,73.24,0.02
2021-09-15,4698927.0,4303173.0,5960.0,80.08,73.34,0.1
2021-09-16,4703140.0,4308693.0,9109.0,80.15,73.43,0.16
2021-09-17,4708171.0,4317127.0,17389.0,80.24,73.57,0.3
2021-09-18,4712068.0,4324430.0,30414.0,80.3,73.7,0.52
2021-09-19,4715069.0,4329917.0,38531.0,80.36,73.79,0.66
2021-09-20,4718998.0,4335377.0,50413.0,80.42,73.88,0.86
2021-09-21,4722842.0,4340295.0,58626.0,80.49,73.97,1.0
2021-09-22,4726432.0,4345722.0,73880.0,80.55,74.06,1.26
2021-09-23,4730661.0,4350400.0,90786.0,80.62,74.14,1.55
2021-09-24,4735000.0,4357314.0,114225.0,80.69,74.26,1.95
2021-09-25,4738364.0,4363595.0,135976.0,80.75,74.37,2.32
2021-09-26,4741824.0,4370025.0,151348.0,80.81,74.47,2.58
2021-09-27,4745470.0,4374655.0,173522.0,80.87,74.55,2.96
2021-09-28,4749647.0,4379485.0,197676.0,80.94,74.64,3.37
2021-09-29,4753363.0,4384158.0,217814.0,81.01,74.72,3.71
2021-09-30,4756898.0,4388929.0,238948.0,81.07,74.8,4.07
2021-10-01,4760128.0,4393440.0,260182.0,81.12,74.87,4.43
2021-10-02,4762594.0,4397299.0,281874.0,81.17,74.94,4.8
2021-10-03,4764912.0,4401274.0,300721.0,81.2,75.01,5.12
2021-10-04,4767849.0,4404384.0,322643.0,81.25,75.06,5.5
2021-10-05,4771411.0,4408119.0,342625.0,81.32,75.12,5.84
2021-10-06,4774998.0,4411622.0,358310.0,81.38,75.18,6.11
2021-10-07,4778503.0,4414867.0,372978.0,81.44,75.24,6.36
2021-10-08,4782268.0,4419351.0,393852.0,81.5,75.32,6.71
2021-10-09,4785934.0,4423413.0,413040.0,81.56,75.38,7.04
2021-10-10,4789817.0,4428100.0,439332.0,81.63,75.46,7.49
2021-10-11,4794551.0,4431213.0,465755.0,81.71,75.52,7.94
2021-10-12,4798526.0,4434404.0,488293.0,81.78,75.57,8.32
2021-10-13,4802083.0,4437278.0,507475.0,81.84,75.62,8.65
2021-10-14,4805352.0,4440016.0,525041.0,81.89,75.67,8.95
2021-10-15,4809248.0,4443607.0,553942.0,81.96,75.73,9.44
2021-10-16,4812594.0,4446927.0,576677.0,82.02,75.79,9.83
2021-10-17,4814406.0,4448755.0,587940.0,82.05,75.82,10.02
2021-10-18,4817301.0,4451993.0,604053.0,82.1,75.87,10.29
2021-10-19,4819792.0,4454503.0,621744.0,82.14,75.91,10.6
2021-10-20,4821723.0,4456998.0,636380.0,82.17,75.96,10.85
2021-10-21,4824144.0,4460101.0,653795.0,82.21,76.01,11.14
2021-10-22,4826476.0,4463181.0,679627.0,82.25,76.06,11.58
2021-10-23,4828911.0,4467867.0,698112.0,82.3,76.14,11.9
2021-10-24,4830275.0,4469579.0,707825.0,82.32,76.17,12.06
2021-10-25,4832696.0,4472703.0,722935.0,82.36,76.22,12.32
2021-10-26,4835175.0,4475988.0,743032.0,82.4,76.28,12.66
2021-10-27,4837330.0,4479078.0,757988.0,82.44,76.33,12.92
2021-10-28,4839720.0,4482401.0,776047.0,82.48,76.39,13.23
2021-10-29,4841958.0,4486092.0,807726.0,82.52,76.45,13.77
2021-10-30,4844377.0,4491628.0,831924.0,82.56,76.55,14.18
2021-10-31,4845905.0,4494567.0,846670.0,82.59,76.6,14.43
2021-11-01,4848178.0,4498589.0,864700.0,82.62,76.67,14.74
2021-11-02,4850253.0,4502118.0,886901.0,82.66,76.73,15.11
2021-11-03,4852111.0,4505205.0,902554.0,82.69,76.78,15.38
2021-11-04,4852935.0,4506489.0,903078.0,82.7,76.8,15.39
2021-11-05,4855440.0,4511671.0,932596.0,82.75,76.89,15.89
2021-11-06,4857495.0,4516359.0,955866.0,82.78,76.97,16.29
2021-11-07,4858782.0,4518632.0,970105.0,82.8,77.01,16.53
2021-11-08,4860696.0,4522814.0,987742.0,82.84,77.08,16.83
2021-11-09,4863175.0,4526431.0,1011143.0,82.88,77.14,17.23
2021-11-10,4865398.0,4530075.0,1031501.0,82.92,77.2,17.58
2021-11-11,4867760.0,4533771.0,1051336.0,82.96,77.27,17.92
2021-11-12,4870100.0,4537900.0,1079783.0,83.0,77.34,18.4
2021-11-13,4872118.0,4541360.0,1104981.0,83.03,77.39,18.83
2021-11-14,4873728.0,4544844.0,1121734.0,83.06,77.45,19.12
2021-11-15,4875768.0,4548276.0,1140299.0,83.09,77.51,19.43
2021-11-16,4877709.0,4551848.0,1161347.0,83.13,77.57,19.79
2021-11-17,4879428.0,4555029.0,1177794.0,83.16,77.63,20.07
2021-11-18,4881089.0,4558544.0,1194923.0,83.18,77.69,20.36
2021-11-19,4882761.0,4561916.0,1220862.0,83.21,77.75,20.81
2021-11-20,4884467.0,4565062.0,1244676.0,83.24,77.8,21.21
2021-11-21,4885896.0,4567953.0,1261533.0,83.27,77.85,21.5
2021-11-22,4887660.0,4571046.0,1279484.0,83.3,77.9,21.81
2021-11-23,4889363.0,4574213.0,1295911.0,83.33,77.95,22.09
2021-11-24,4891030.0,4577193.0,1309774.0,83.35,78.01,22.32
2021-11-25,4892841.0,4580530.0,1323870.0,83.38,78.06,22.56
2021-11-26,4894443.0,4584021.0,1349477.0,83.41,78.12,23.0
2021-11-27,4895867.0,4586746.0,1372417.0,83.44,78.17,23.39
2021-11-28,4897054.0,4589506.0,1386236.0,83.46,78.22,23.62
2021-11-29,4898650.0,4592575.0,1401384.0,83.48,78.27,23.88
2021-11-30,4900398.0,4595958.0,1423020.0,83.51,78.33,24.25
2021-12-01,4901958.0,4599031.0,1437593.0,83.54,78.38,24.5
2021-12-02,4903386.0,4602563.0,1451106.0,83.56,78.44,24.73
2021-12-03,4904729.0,4606793.0,1473678.0,83.59,78.51,25.11
2021-12-04,4906054.0,4611333.0,1494540.0,83.61,78.59,25.47
2021-12-05,4906934.0,4613644.0,1508799.0,83.63,78.63,25.71
2021-12-06,4908134.0,4618091.0,1524527.0,83.65,78.7,25.98
2021-12-07,4909363.0,4622218.0,1543692.0,83.67,78.77,26.31
2021-12-08,4910554.0,4626305.0,1559075.0,83.69,78.84,26.57
2021-12-09,4911737.0,4630255.0,1573178.0,83.71,78.91,26.81
2021-12-10,4912519.0,4634304.0,1596425.0,83.72,78.98,27.21
2021-12-11,4913580.0,4638635.0,1617784.0,83.74,79.05,27.57
2021-12-12,4914332.0,4640861.0,1631805.0,83.75,79.09,27.81
2021-12-13,4915342.0,4644915.0,1648574.0,83.77,79.16,28.1
2021-12-14,4916290.0,4648786.0,1673877.0,83.78,79.23,28.53
2021-12-15,4917203.0,4652671.0,1693652.0,83.8,79.29,28.86
2021-12-16,4917983.0,4656622.0,1715348.0,83.81,79.36,29.23
2021-12-17,4918719.0,4660680.0,1741526.0,83.83,79.43,29.68
2021-12-18,4919614.0,4664467.0,1766196.0,83.84,79.49,30.1
2021-12-19,4920156.0,4666576.0,1785636.0,83.85,79.53,30.43
2021-12-20,4921128.0,4670668.0,1814253.0,83.87,79.6,30.92
2021-12-21,4922021.0,4674379.0,1844004.0,83.88,79.66,31.43
2021-12-22,4922924.0,4678172.0,1876032.0,83.9,79.73,31.97
2021-12-23,4923759.0,4681819.0,1911082.0,83.91,79.79,32.57
2021-12-24,4924172.0,4684294.0,1933531.0,83.92,79.83,32.95
2021-12-25,4924324.0,4685039.0,1934019.0,83.92,79.84,32.96
2021-12-26,4925092.0,4688174.0,1975669.0,83.93,79.9,33.67
2021-12-27,4929238.0,4692569.0,2015814.0,84.01,79.97,34.35
2021-12-28,4933539.0,4696927.0,2060392.0,84.08,80.05,35.11
2021-12-29,4939508.0,4700889.0,2102629.0,84.18,80.11,35.83
2021-12-30,4945845.0,4704959.0,2144829.0,84.29,80.18,36.55
2021-12-31,4949471.0,4707362.0,2168392.0,84.35,80.22,36.95
2022-01-01,4949717.0,4707907.0,2169050.0,84.35,80.23,36.97
2022-01-02,4956894.0,4710290.0,2208840.0,84.48,80.27,37.64
2022-01-03,4966865.0,4713208.0,2246395.0,84.65,80.32,38.28
2022-01-04,4971495.0,4715839.0,2282972.0,84.73,80.37,38.91
2022-01-05,4973622.0,4718310.0,2317512.0,84.76,80.41,39.5
2022-01-06,4979912.0,4720662.0,2357494.0,84.87,80.45,40.18
2022-01-07,4988853.0,4723258.0,2407648.0,85.02,80.49,41.03
2022-01-08,4999626.0,4725889.0,2455489.0,85.2,80.54,41.85
2022-01-09,5009204.0,4727098.0,2495724.0,85.37,80.56,42.53
2022-01-10,5014465.0,4729554.0,2536840.0,85.46,80.6,43.23
2022-01-11,5018026.0,4731825.0,2572359.0,85.52,80.64,43.84
2022-01-12,5022711.0,4734105.0,2606221.0,85.6,80.68,44.42
2022-01-13,5029963.0,4736425.0,2640759.0,85.72,80.72,45.0
2022-01-14,5039390.0,4738928.0,2685386.0,85.88,80.76,45.76
2022-01-15,5050628.0,4740778.0,2727228.0,86.07,80.79,46.48
2022-01-16,5059365.0,4742178.0,2757967.0,86.22,80.82,47.0
2022-01-17,5063558.0,4745397.0,2789781.0,86.29,80.87,47.54
2022-01-18,5066778.0,4748402.0,2815633.0,86.35,80.92,47.98
2022-01-19,5070570.0,4751860.0,2840585.0,86.41,80.98,48.41
2022-01-20,5075905.0,4755690.0,2866049.0,86.5,81.05,48.84
2022-01-21,5083119.0,4760763.0,2899193.0,86.63,81.13,49.41
2022-01-22,5091087.0,4766287.0,2929334.0,86.76,81.23,49.92
2022-01-23,5097912.0,4770855.0,2949720.0,86.88,81.31,50.27
2022-01-24,5101370.0,4776409.0,2977620.0,86.94,81.4,50.75
2022-01-25,5105441.0,4781368.0,3002264.0,87.01,81.49,51.17
2022-01-26,5109871.0,4785879.0,3023530.0,87.08,81.56,51.53
2022-01-27,5114795.0,4792389.0,3045471.0,87.17,81.67,51.9
2022-01-28,5118373.0,4801291.0,3074426.0,87.23,81.82,52.4
2022-01-29,5122286.0,4810305.0,3098149.0,87.3,81.98,52.8
2022-01-30,5124347.0,4819190.0,3113475.0,87.33,82.13,53.06
2022-01-31,5127454.0,4823143.0,3123914.0,87.38,82.2,53.24
